"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","45 - 49세",22401,23225,23868,24756,26027,27484,28738,30276,31953,33769,35989,38945,41612,44164,46369,48337,50002,51452,52480,53333,53378,54610,56761,60050,64037,67982,68784,70237,71248,73215,77747,84589,90061,96953,104479,109981,115286,119170,122435,122031,121887,120914,122051,121937,128144,130816,133129,134621,135442,133668,130969,124980,121421,116800,113198
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","50 - 54세",16501,17144,17906,19018,20075,20920,21887,22814,23771,24933,26289,27833,29744,31758,33845,36041,38122,40017,41964,44231,45791,47798,49842,51176,51774,52183,52825,54824,58026,61899,65814,67180,68415,69241,70576,74956,80077,85586,92709,100565,106945,114427,117405,120506,119562,117957,117216,118912,118201,123977,125728,127745,129516,131222,129804
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","55 - 59세",12394,13063,13295,13586,14097,14829,15687,16720,17990,19231,20203,21147,22147,23281,24580,26114,27118,28370,29930,31905,33979,36354,38553,40706,42678,44317,45714,47714,49002,49460,49925,51242,53273,56282,59874,62999,65020,65854,66943,68510,73323,78231,82086,88266,95492,101828,109707,112102,114988,114171,112013,110987,112649,112554,118247
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","60 - 64세",10155,10558,10627,10757,10748,10897,11695,12421,13000,13586,14281,15105,16109,17286,18409,19379,20128,20762,21570,22818,24454,25661,27141,28715,30420,32410,34865,36904,38869,40575,41885,43731,45589,46885,47765,48430,48858,51016,53505,56990,60138,62991,64086,64387,65412,69604,73835,77351,83251,90234,95868,103244,105368,108598,107839
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","65 - 69세",7012,7637,7452,7790,8341,8760,9121,9516,9873,10123,10427,11044,11706,12317,12917,13627,14242,14980,15942,17250,18367,19030,19736,20594,21706,23020,24098,25555,27045,28561,30412,32593,34432,36417,37704,39379,41194,43544,45184,46252,47483,47558,49009,50601,53682,56225,59401,60296,60346,61353,65283,69009,72383,78293,85035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","70 - 74세",5327,5570,5575,5614,5552,6043,6252,6494,6888,7397,7788,8245,8767,9225,9619,10067,10326,10693,11126,11657,12470,12978,13710,14677,15684,16504,17091,17836,18695,19754,20899,21891,23201,24541,25994,27485,29296,30965,32827,34861,36434,38180,41110,43495,43929,44969,44725,45586,46907,49875,52378,55193,56063,56360,57416
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","75 - 79세",2821,3051,3080,3219,3384,3811,4105,4337,4433,4502,4712,4912,5325,5688,6057,6456,6654,6864,7135,7484,8461,8849,9151,9316,9504,9875,10441,11063,11826,12699,13485,14248,14937,15576,16547,17645,18548,20012,21219,22652,24280,25503,27008,28696,30448,31821,33874,36771,39241,39472,40579,40184,41013,42442,45305
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","80세이상",1753,1829,1928,2057,2202,2683,2836,3040,3281,3554,3819,3968,4209,4480,4804,5114,5368,5621,5913,6283,7297,7633,7980,8335,8700,9077,9917,10336,10633,10839,11138,11970,12791,13722,14660,15621,16573,17561,18671,20526,22299,23490,25118,26600,28453,30891,34910,36628,39653,42597,46190,48920,52368,55546,57580
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","80 - 84세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6986,7475,7986,8672,9362,9945,10483,11066,11535,12442,13605,14378,15389,16187,17090,18519,20731,21921,23581,25221,26762,28141,30604,32343,32578
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","85 - 89세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3064,3275,3519,3691,3884,4120,4406,4698,5251,5900,6285,6538,6891,7103,7890,8860,10099,10376,11325,12191,13402,14409,15220,16255,17351
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","90 - 94세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,898,950,1002,1070,1123,1241,1341,1431,1517,1782,1942,2080,2309,2734,2851,2840,3289,3482,3647,4125,4904,5170,5310,5663,6207
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","95 - 99세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169,238,248,246,246,268,292,314,314,341,401,425,457,508,547,587,702,756,1008,937,981,1046,1064,1087,1277
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","100세 이상",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,32,36,43,45,47,51,52,54,61,66,69,72,68,75,85,89,93,92,123,141,154,170,198,167
